gene_id,Exp_2_3,Neg_1_2
CELE_M01E10.3|M01E10.3,0,0
CELE_Y39A3A.2|Y39A3A.2,0,0
CELE_Y39A3A.9|Y39A3A.9,0,0
CELE_Y39A3A.8|Y39A3A.8,0,0
CELE_Y39A3A.5|ins-16,0,4
CELE_Y39A3A.7|srz-86,0,0
CELE_Y39A3A.6|srz-87,0,0
CELE_Y48G9A.7|Y48G9A.7,37,25
CELE_Y48G9A.6|Y48G9A.6,0,0
CELE_Y48G9A.18|Y48G9A.18,0,0
CELE_Y48G9A.17|Y48G9A.17,0,0
CELE_Y48G9A.16|mir-229,0,0
CELE_Y48G9A.13|mir-64,0,0
CELE_Y48G9A.14|mir-65,0,0
CELE_Y48G9A.15|mir-66,0,0
CELE_C39B5.15|C39B5.15,0,0
CELE_C39B5.9|fbxa-47,0,0
CELE_C39B5.10|C39B5.10,0,0
CELE_C39B5.1|srz-56,0,0
CELE_C39B5.11|srd-67,0,0
CELE_T20H9.1|fbxa-7,0,0
CELE_T20H9.5|fbxa-68,0,0
CELE_T20H9.2|fbxa-43,0,0
CELE_Y54F10BM.19|Y54F10BM.19,0,0
CELE_Y54F10BM.23|Y54F10BM.23,0,0
CELE_Y54F10BM.17|21ur-15567,0,0
CELE_H04J21.4|H04J21.4,0,0
CELE_H14E04.6|H14E04.6,0,0
CELE_H14E04.8|H14E04.8,0,0
CELE_H14E04.7|H14E04.7,0,0
CELE_W04B5.7|21ur-12499,0,0
CELE_W04B5.6|W04B5.6,0,0
CELE_E02H9.6|E02H9.6,0,0
CELE_E02H9.10|anr-28,0,27
CELE_E02H9.4|E02H9.4,0,0
CELE_Y54F10AM.12|Y54F10AM.12,0,0
CELE_Y54F10AM.13|Y54F10AM.13,0,0
CELE_Y54F10AM.14|Y54F10AM.14,0,0
CELE_Y71H2B.12|Y71H2B.12,0,0
CELE_F53A3.4|pqn-41,5463,5450
CELE_F53A3.1|F53A3.1,40,64
CELE_F53A3.2|polh-1,3786,3427
CELE_F53A3.3|rps-15A,28174,28917
CELE_F53A3.7|F53A3.7,373,294
CELE_R155.1|mboa-6,8911,7172
CELE_R155.2|moa-1,116,0
CELE_R155.3|R155.3,62,0
CELE_Y39A3B.3|Y39A3B.3,22,23
CELE_Y39A3B.8|Y39A3B.8,9,0
CELE_M01E10.2|dpy-1,427,238
CELE_Y39A3A.3|Y39A3A.3,22,29
CELE_Y39A3A.4|Y39A3A.4,146,114
CELE_Y48G9A.9|Y48G9A.9,995,939
CELE_Y48G9A.8|ppk-2,2854,2819
CELE_Y48G9A.11|Y48G9A.11,572,533
CELE_Y48G9A.4|frl-1,2150,2259
CELE_Y48G9A.3|gcn-1,7559,7524
CELE_C39B5.6|C39B5.6,1397,1303
CELE_C39B5.5|C39B5.5,302,89
CELE_C39B5.14|C39B5.14,233,256
CELE_C39B5.4|fbxa-38,67,39
CELE_C39B5.3|fbxa-62,23,18
CELE_C39B5.16|C39B5.16,85,80
CELE_C39B5.2|C39B5.2,1009,939
CELE_T20H9.3|fbxa-71,111,79
CELE_Y54F10BL.1|fbxa-42,26,36
CELE_Y54F10BM.6|Y54F10BM.6,45,53
CELE_Y54F10BM.5|fbxa-9,37,0
CELE_Y54F10BM.7|fbxa-48,82,78
CELE_Y54F10BM.21|Y54F10BM.21,38,44
CELE_Y54F10BM.22|Y54F10BM.22,73,88
CELE_Y54F10BM.3|Y54F10BM.3,98,32
CELE_Y54F10BM.15|fbxa-219,95,145
CELE_Y54F10BM.9|Y54F10BM.9,1014,1054
CELE_Y54F10BM.10|fbxa-1,20,0
CELE_Y54F10BM.11|fbxa-66,22,29
CELE_Y54F10BM.2|iffb-1,9899,9813
CELE_Y54F10BM.12|Y54F10BM.12,88,47
CELE_Y54F10BM.13|Y54F10BM.13,152,221
CELE_Y54F10BM.1|ppm-1.D,4208,4049
CELE_Y54F10BM.14|phf-5,2443,2078
CELE_H04J21.3|gip-1,3992,4243
CELE_H04J21.1|H04J21.1,42,0
CELE_H14E04.2|H14E04.2,4181,4035
CELE_H14E04.3|H14E04.3,31,27
CELE_H14E04.5|cic-1,1285,1318
CELE_H14E04.1|strm-1,247,196
CELE_W04B5.4|mrpl-30,808,880
CELE_W04B5.5|W04B5.5,1468,1376
CELE_W04B5.3|W04B5.3,2660,2080
CELE_W04B5.8|W04B5.8,248,211
CELE_W04B5.1|W04B5.1,20,27
CELE_E02H9.13|E02H9.13,20,15
CELE_E02H9.11|anr-26,47,0
CELE_E02H9.7|E02H9.7,723,617
CELE_E02H9.5|klo-2,1135,705
CELE_E02H9.8|nhr-121,520,559
CELE_E02H9.12|E02H9.12,169,196
CELE_E02H9.3|E02H9.3,2675,2013
CELE_E02H9.2|E02H9.2,55,148
CELE_E02H9.9|E02H9.9,26,19
CELE_Y54F10AL.2|smg-6,5665,5576
CELE_Y54F10AL.1|Y54F10AL.1,2789,2645
CELE_Y54F10AM.8|Y54F10AM.8,2668,1816
CELE_Y54F10AM.6|Y54F10AM.6,211,109
CELE_Y54F10AM.10|rbc-2,3787,3427
CELE_Y54F10AM.5|ndua-8,3396,3227
CELE_Y54F10AM.4|ceh-44,3920,2373
CELE_Y54F10AM.16|cone-1,2149,3068
CELE_Y54F10AM.2|feh-1,370,151
CELE_Y54F10AM.11|Y54F10AM.11,1271,1035
CELE_Y54F10AR.2|Y54F10AR.2,1282,1474
CELE_Y54F10AR.1|Y54F10AR.1,3479,3099
CELE_Y71H2B.8|Y71H2B.8,285,364
CELE_Y71H2B.10|apb-1,6166,5390
CELE_Y71H2B.7|gpa-17,537,400
CELE_Y71H2B.6|mdt-19,2657,2170
CELE_Y71H2B.11|Y71H2B.11,553,507
CELE_Y71H2B.5|Y71H2B.5,2007,1856
CELE_Y71H2B.4|Y71H2B.4,979,863
CELE_Y71H2B.3|ppfr-4,3696,3563
CELE_Y71H2B.2|Y71H2B.2,3917,3823
CELE_Y71H2AM.24|tbcc-1,829,787
CELE_Y71H2AM.22|twk-45,32,27
CELE_Y71H2AM.25|Y71H2AM.25,16,13
CELE_Y71H2AM.6|Y71H2AM.6,345,316
CELE_Y71H2AM.20|Y71H2AM.20,2769,2518
CELE_Y71H2AM.5|cox-6B,14733,12005
CELE_Y71H2AM.4|nduc-2,3822,3112
CELE_Y71H2AM.3|Y71H2AM.3,2806,2741
CELE_Y71H2AM.23|tufm-1,10055,9541
CELE_Y71H2AM.2|pipp-4P,4150,4493
CELE_Y71H2AM.1|Y71H2AM.1,1434,1880
CELE_Y71H2AM.29|Y71H2AM.29,289,281
CELE_Y71H2AR.3|josd-1,230,251
CELE_Y71H2AR.1|txdc-17,1657,1359
CELE_H34I24.1|H34I24.1,15,0
CELE_F56F11.6|21ur-14267,0,0
CELE_F56F11.5|trpl-1,71,52
CELE_H34I24.2|H34I24.2,8691,5120
CELE_F56F11.4|F56F11.4,4209,3792
CELE_F56F11.1|F56F11.1,0,0
CELE_F56F11.2|F56F11.2,172,157
CELE_F56F11.T1|F56F11.t1,0,0
CELE_F56F11.7|F56F11.7,0,0
CELE_F56F11.3|klf-1,1166,920
CELE_T20B6.3|idpa-1,156,51
CELE_R10F2.7|R10F2.7,0,0
CELE_R10F2.1|cdh-1,1411,1050
CELE_R10F2.4|R10F2.4,27,0
CELE_R10F2.5|R10F2.5,13,11
CELE_R10F2.8|linc-42,0,0
CELE_R10F2.6|R10F2.6,327,351
CELE_H05C05.4|H05C05.4,47,72
CELE_Y55D5A.8|Y55D5A.8,0,0
CELE_Y55D5A.3|Y55D5A.3,121,121
CELE_H05C05.2|H05C05.2,1882,1876
CELE_H05C05.1|H05C05.1,7837,7010
CELE_Y55D5A.1|Y55D5A.1,468,360
CELE_Y55D5A.4|Y55D5A.4,115,58
CELE_Y55D5A.6|cutl-25,270,309
CELE_H06I04.7|fipr-29,47,25
CELE_H06I04.6|H06I04.6,1390,1419
CELE_H06I04.14|H06I04.14,12,8
CELE_Y55D5A.5|daf-2,11380,12260
CELE_Y55D5A.11|linc-143,0,0
CELE_H06I04.4|rps-27A,31461,32958
CELE_H06I04.9|H06I04.9,21,15
CELE_H06I04.8|H06I04.8,2,0
CELE_H06I04.3|H06I04.3,5446,5383
CELE_H06I04.T1|H06I04.t1,0,2
CELE_H06I04.2|sft-1,543,581
CELE_H06I04.1|ccep-135,1481,1235
CELE_Y53G8B.T6|Y53G8B.t6,0,0
CELE_Y53G8B.T7|Y53G8B.t7,0,0
CELE_Y53G8B.T8|Y53G8B.t8,0,0
CELE_Y53G8B.T3|Y53G8B.t3,0,0
CELE_Y53G8B.2|Y53G8B.2,951,798
CELE_Y53G8B.4|nipa-1,2353,2365
CELE_C44B11.8|linc-19,0,0
CELE_C44B11.4|nssp-28,122,99
CELE_Y53G8B.1|Y53G8B.1,196,154
CELE_C44B11.3|mec-12,747,533
CELE_C44B11.9|linc-45,12,0
CELE_C44B11.6|C44B11.6,71,44
CELE_C44B11.1|C44B11.1,9,0
CELE_R148.5|R148.5,2919,2762
CELE_R148.4|R148.4,1557,1588
CELE_R148.T2|R148.t2,0,0
CELE_R148.T3|R148.t3,0,0
CELE_R148.T4|R148.t4,0,0
CELE_R148.1|mks-1,53,34
CELE_R148.8|R148.8,4,0
CELE_R148.3|R148.3,6399,6250
CELE_R148.2|lmtr-5,1691,1572
CELE_H09G03.1|H09G03.1,14,0
CELE_H09G03.2|frm-8,427,428
CELE_R148.7|R148.7,82,18
CELE_R148.6|heh-1,3722,3064
CELE_H09G03.3|H09G03.3,0,0
CELE_Y53G8AL.4|Y53G8AL.4,22,13
CELE_Y53G8AL.2|nduf-9,7641,7397
CELE_Y53G8AM.5|nspg-7.2,1921,484
CELE_Y53G8AM.8|Y53G8AM.8,1139,1171
CELE_Y53G8AR.7|mfsd-8.3,537,277
CELE_Y53G8AR.8|Y53G8AR.8,1206,1110
CELE_Y53G8AR.6|Y53G8AR.6,2879,2648
CELE_Y53G8AR.5|Y53G8AR.5,861,879
CELE_Y53G8AR.3|ral-1,2678,2330
CELE_Y53G8AR.9|Y53G8AR.9,5056,3987
CELE_Y53G8AR.2|phf-15,1900,1886
CELE_F45H7.4|prk-2,327,404
CELE_F45H7.2|gei-1,1588,1631
CELE_F45H7.15|F45H7.15,0,0
CELE_F45H7.10|F45H7.10,0,0
CELE_F45H7.7|21ur-12980,0,0
CELE_F45H7.11|F45H7.11,0,0
CELE_F45H7.13|F45H7.13,0,0
CELE_C56G7.4|C56G7.4,0,0
CELE_C56G7.T1|C56G7.t1,0,0
CELE_F45H7.6|hecw-1,73,85
CELE_C56G7.3|elmd-1,383,381
CELE_C56G7.1|mlc-4,9379,8039
CELE_K01A11.T1|K01A11.t1,0,0
CELE_K01A11.2|metl-18,661,632
CELE_K01A11.1|K01A11.1,165,190
CELE_F59A2.7|F59A2.7,0,0
CELE_F59A2.5|F59A2.5,745,662
CELE_F59A2.6|golg-4,4406,3712
CELE_F59A2.3|cri-3,6582,6578
CELE_F59A2.4|clpf-1,2004,2100
CELE_F59A2.1|npp-9,30693,29860
CELE_C34C12.5|rsu-1,2016,1753
CELE_C34C12.9|C34C12.9,140,119
CELE_C34C12.6|C34C12.6,274,209
CELE_C34C12.7|C34C12.7,306,262
CELE_C34C12.1|C34C12.1,0,0
CELE_K01A11.4|spe-41,198,163
CELE_K01A11.3|K01A11.3,20,35
CELE_C34C12.12|C34C12.12,11,11
CELE_C34C12.2|C34C12.2,3177,3122
CELE_C34C12.8|C34C12.8,2290,2201
CELE_C34C12.3|pph-6,3371,3277
CELE_C34C12.4|smim-14,1748,1582
CELE_M01F1.1|gly-14,120,84
CELE_M01F1.9|M01F1.9,3143,3140
CELE_M01F1.8|M01F1.8,1436,1656
CELE_M01F1.2|rpl-13A,41715,42818
CELE_M01F1.3|lias-1,3499,3293
CELE_M01F1.11|mir-4927,0,0
CELE_M01F1.4|M01F1.4,3932,3751
CELE_M01F1.6|mrpl-35,696,749
CELE_M01F1.5|hmit-1.3,2518,3417
CELE_M01F1.7|pitp-1,1426,1219
CELE_C54C6.1|rpl-37.2,661,624
CELE_C54C6.11|C54C6.11,0,0
CELE_C54C6.7|C54C6.7,175,200
CELE_C54C6.5|nssp-29,30,21
CELE_C54C6.9|C54C6.9,0,0
CELE_C54C6.6|cfap-20,995,857
CELE_C54C6.2|ben-1,2193,2246
CELE_C48D5.9|C48D5.9,0,0
CELE_C48D5.8|C48D5.8,0,0
CELE_C48D5.1|nhr-6,208,93
CELE_C48D5.2|ptp-1,986,976
CELE_C32A3.4|C32A3.4,0,0
CELE_C32A3.7|C32A3.7,0,0
CELE_C32A3.1|sel-8,2140,2199
CELE_C32A3.2|mrps-31,1109,1028
CELE_C32A3.6|C32A3.6,4,6
CELE_C32A3.8|linc-95,0,0
CELE_C32A3.3|rilp-1,2944,2914
CELE_C32A3.5|C32A3.5,9,4
CELE_T27D1.3|npr-15,42,54
CELE_C46F11.6|C46F11.6,536,513
CELE_C46F11.1|unc-93,82,40
CELE_C46F11.9|anr-9,0,0
CELE_C46F11.3|madf-8,1134,1051
CELE_C46F11.2|gsr-1,14617,10497
CELE_C46F11.5|C46F11.5,2156,2130
CELE_C46F11.4|C46F11.4,3426,3475
CELE_T27D1.1|cyn-9,2016,1875
CELE_C14B1.1|pdi-1,19409,17487
CELE_C14B1.3|C14B1.3,649,755
CELE_C14B1.2|C14B1.2,4191,3628
CELE_C14B1.4|wdr-5.1,5464,5401
CELE_C14B1.5|dph-1,1544,1473
CELE_C14B1.10|alkb-8,2479,2403
CELE_C14B1.6|nrde-1,3219,3293
CELE_C14B1.8|sike-1,1651,1584
CELE_C14B1.7|C14B1.7,5472,5004
CELE_F34D10.6|arcp-1,144,147
CELE_F34D10.5|lin-48,43,25
CELE_C44F1.2|gmeb-3,0,0
CELE_F34D10.4|F34D10.4,2898,2835
CELE_C44F1.1|C44F1.1,375,222
CELE_C14B1.12|egc-1,1044,772
CELE_C14B1.9|gldi-5,7213,7185
CELE_F34D10.9|F34D10.9,92,45
CELE_F34D10.2|evl-18,4670,4784
CELE_F34D10.8|F34D10.8,64,20
CELE_F34D10.3|F34D10.3,83,81
CELE_C44F1.3|lec-4,2849,2343
CELE_T24A11.9|T24A11.9,0,0
CELE_T24A11.10|T24A11.10,0,0
CELE_T24A11.11|T24A11.11,0,2
CELE_T24A11.6|T24A11.6,0,0
CELE_C44F1.5|acy-3,834,698
CELE_T24A11.2|xbx-5,134,135
CELE_T24A11.3|toh-1,492,390
CELE_T24A11.5|T24A11.5,0,0
CELE_T24A11.1|mtm-3,22125,21037
CELE_R13G10.1|dpy-27,4948,4529
CELE_R13G10.2|amx-1,1302,1286
CELE_C36A4.14|C36A4.14,0,52
CELE_C36A4.10|C36A4.10,229,216
CELE_C36A4.1|cyp-25A1,578,487
CELE_C36A4.2|cyp-25A2,866,804
CELE_C36A4.3|cyp-25A3,381,394
CELE_C36A4.13|21ur-14909,0,0
CELE_C36A4.6|cyp-25A4,219,216
CELE_C36A4.5|maph-1.3,4376,4065
CELE_C36A4.11|C36A4.11,46,47
CELE_C36A4.4|C36A4.4,11354,9975
CELE_C36A4.8|brc-1,2157,2315
CELE_C36A4.12|C36A4.12,93,85
CELE_C36A4.9|acs-19,19001,16367
CELE_F13B10.3|21ur-15583,0,0
CELE_F13B10.2|rpl-3,174016,166000
CELE_F13B10.1|tir-1,2043,1865
CELE_T02C12.2|snpc-3.4,2375,2242
CELE_T02C12.5|nssp-30,34,83
CELE_T02C12.3|tftc-5,2705,2816
CELE_T02C12.8|T02C12.8,0,0
CELE_T02C12.1|hum-5,4527,3418
CELE_E03A3.4|his-70,42,6
CELE_E03A3.6|unc-79,309,274
CELE_T02C12.4|T02C12.4,37,13
CELE_E03A3.10|E03A3.10,51,28
CELE_E03A3.2|rcq-5,2719,2567
CELE_F37A8.6|21ur-14757,0,0
CELE_R10E9.3|R10E9.3,50,103
CELE_C36E8.6|C36E8.6,0,0
CELE_C36E8.11|C36E8.11,0,0
CELE_C36E8.8|21ur-14745,0,0
CELE_ZK1058.1|mmcm-1,8301,8917
CELE_ZK1058.2|pat-3,9945,9413
CELE_ZK1058.4|ccdc-47,11320,10270
CELE_ZK1058.3|ZK1058.3,744,649
CELE_ZK1058.5|metl-6,931,812
CELE_ZK1058.6|nit-1,622,283
CELE_ZK1058.9|ZK1058.9,1684,1351
CELE_F37A8.1|F37A8.1,17,0
CELE_F37A8.2|F37A8.2,34,0
CELE_F37A8.4|nlp-10,318,304
CELE_F37A8.5|F37A8.5,447,834
CELE_R10E9.2|R10E9.2,415,122
CELE_R10E9.1|msi-1,3119,4019
CELE_Y1A5A.1|Y1A5A.1,58,41
CELE_C36E8.2|glb-11,111,133
CELE_C36E8.1|tif-1A,8811,8966
CELE_C36E8.3|pxd-1,1415,1466
CELE_C36E8.4|C36E8.4,343,403
CELE_C36E8.5|tbb-2,86642,84401
CELE_C03C10.1|kin-19,18181,17480
CELE_C03C10.7|C03C10.7,0,0
CELE_C03C10.4|rei-1,3974,3454
CELE_C16C10.12|wht-3,33,0
CELE_C03C10.5|C03C10.5,255,178
CELE_C03C10.2|C03C10.2,21,0
CELE_C03C10.3|rnr-2,31096,26639
CELE_C30D11.3|C30D11.3,0,0
CELE_C30D11.1|unc-103,305,334
CELE_C30D11.2|C30D11.2,0,0
CELE_C30D11.6|C30D11.6,0,0
CELE_C30D11.4|C30D11.4,0,0
CELE_C30D11.5|C30D11.5,0,0
CELE_C16C10.11|har-1,5354,4734
CELE_C16C10.9|C16C10.9,0,0
CELE_C16C10.10|glod-4,2059,1697
CELE_C01G12.16|C01G12.16,11,0
CELE_C16C10.8|C16C10.8,1108,964
CELE_C16C10.7|rnf-5,2576,2276
CELE_C16C10.6|ccdc-55,3558,3121
CELE_C16C10.5|rnf-121,2291,1972
CELE_C16C10.4|C16C10.4,3830,3634
CELE_C16C10.3|hrde-1,29574,27546
CELE_C16C10.2|utp-11,2230,2260
CELE_C16C10.1|C16C10.1,2194,2039
CELE_R74.1|lars-1,13284,13889
CELE_R74.2|R74.2,150,78
CELE_R74.10|ssp-28,74,62
CELE_R74.11|R74.11,4,0
CELE_R74.4|dnj-16,3146,2848
CELE_R74.3|xbp-1,14658,12600
CELE_R74.9|R74.9,0,0
CELE_R74.5|asd-1,3633,3754
CELE_R74.6|pelo-1,943,750
CELE_R74.7|R74.7,3102,2874
CELE_R74.8|R74.8,8733,8919
CELE_F43C1.1|phlp-2,86,64
CELE_F43C1.2|mpk-1,9573,8718
CELE_F43C1.5|F43C1.5,110,33
CELE_F43C1.4|nhr-20,1327,1211
CELE_F43C1.7|F43C1.7,42,15
CELE_F43C1.6|mrpl-21,1371,1200
CELE_F43C1.3|zhit-2,998,795
CELE_Y44F5A.1|Y44F5A.1,1034,1169
CELE_T08A11.1|depd-5,4321,3849
CELE_T08A11.2|sftb-1,8638,8084
CELE_R10E4.1|R10E4.1,1990,1891
CELE_R10E4.3|R10E4.3,49,15
CELE_R10E4.2|sup-26,10532,11626
CELE_R10E4.4|mcm-5,17140,15694
CELE_R10E4.5|nth-1,813,788
CELE_R10E4.6|R10E4.6,69,177
CELE_R10E4.7|R10E4.7,122,70
CELE_R10E4.11|R10E4.11,2340,2125
CELE_R10E4.9|R10E4.9,670,612
CELE_H38K22.1|evl-14,7080,7037
CELE_H38K22.2|dcn-1,6459,6611
CELE_H38K22.3|tag-131,2033,2016
CELE_H38K22.5|gly-6,1611,1477
CELE_H38K22.9|H38K22.9,9,4
CELE_B0285.8|ckb-1,158,119
CELE_B0285.17|B0285.17,0,0
CELE_B0285.14|B0285.14,0,0
CELE_B0285.15|B0285.15,0,0
CELE_B0285.16|B0285.16,0,0
CELE_B0285.T1|B0285.t1,0,0
CELE_B0285.7|mnp-1,2165,2377
CELE_B0285.10|ckb-3,0,0
CELE_B0285.12|srpr-1.2,0,0
CELE_B0285.9|ckb-2,669,513
CELE_B0284.5|B0284.5,26,20
CELE_B0284.1|pals-26,64,0
CELE_B0284.3|B0284.3,147,136
CELE_B0284.7|B0284.7,0,0
CELE_R07E5.4|R07E5.4,293,139
CELE_R07E5.6|R07E5.6,47,0
CELE_R07E5.15|R07E5.15,77,31
CELE_B0285.13|21ur-14269,0,0
CELE_B0285.1|cdk-12,4645,5052
CELE_B0285.3|B0285.3,1765,1535
CELE_B0285.4|lcmt-1,3033,2607
CELE_B0285.5|hse-5,4328,4313
CELE_B0285.6|B0285.6,52,87
CELE_R07E5.17|R07E5.17,54,33
CELE_R07E5.16|R07E5.16,0,0
CELE_R07E5.13|mpc-1,1471,1429
CELE_R07E5.11|R07E5.11,661,481
CELE_R07E5.3|snfc-5,4482,4189
CELE_R07E5.14|rnp-4,6361,5985
CELE_R07E5.2|prdx-3,7088,6024
CELE_R07E5.1|gpch-1,3890,3500
CELE_R07E5.10|pdcd-2,2327,2128
CELE_R07E5.19|R07E5.19,888,934
CELE_R07E5.7|R07E5.7,3380,2614
CELE_R07E5.8|cku-80,3491,3023
CELE_C28A5.9|C28A5.9,0,0
CELE_C28A5.7|C28A5.7,0,0
CELE_C28A5.10|C28A5.10,0,0
CELE_C28A5.T3|C28A5.t3,0,0
CELE_C28A5.6|C28A5.6,187,114
CELE_C28A5.1|C28A5.1,2393,2311
CELE_C28A5.2|C28A5.2,2141,1972
CELE_C28A5.3|nex-3,579,357
CELE_C28A5.11|C28A5.11,0,0
CELE_F56F3.14|F56F3.14,5,6
CELE_F56F3.7|F56F3.7,4,12
CELE_C28A5.12|C28A5.12,0,0
CELE_C28A5.T2|C28A5.t2,0,0
CELE_C28A5.4|ceh-43,1026,1034
CELE_F56F3.4|mstr-2,68,0
CELE_F56F3.2|ndg-4,2046,1708
CELE_F56F3.10|F56F3.10,0,0
CELE_F56F3.1|ifet-1,54138,51740
CELE_F56F3.5|rps-3A,86728,85384
CELE_F56F3.6|ins-17,368,493
CELE_F25F2.1|F25F2.1,72,56
CELE_F25F2.3|F25F2.3,0,0
CELE_F25F2.5|F25F2.5,0,0
CELE_F25F2.2|cdh-4,6126,5937
CELE_M88.1|ugt-62,2105,1998
CELE_M88.2|mrps-34,1718,1711
CELE_M88.8|21ur-10785,0,1
CELE_M88.4|M88.4,80,61
CELE_M88.7|cisd-3.1,1626,1575
CELE_M88.3|M88.3,55,30
CELE_C07G2.1|cpg-1,85115,87052
CELE_C07G2.4|C07G2.4,0,0
CELE_C07G2.2|atf-7,13934,12392
CELE_C07G2.3|cct-5,30265,28176
CELE_M88.5|imph-1,9691,10293
CELE_M88.6|pan-1,2164,1969
CELE_F35G12.1|mlcd-1,2478,2743
CELE_F35G12.2|idhg-1,9528,8952
CELE_F35G12.3|sel-5,6384,6697
CELE_F35G12.14|F35G12.14,0,0
CELE_F10F2.1|sel-2,9407,9680
CELE_F35G12.6|mab-21,260,260
CELE_F35G12.4|wdr-48,4580,4270
CELE_F35G12.12|F35G12.12,4885,4038
CELE_F35G12.5|F35G12.5,1677,1715
CELE_F35G12.7|F35G12.7,317,296
CELE_F35G12.8|smc-4,12870,13234
CELE_F35G12.11|erh-2,2367,1706
CELE_F35G12.9|apc-11,1392,1322
CELE_F35G12.10|asb-1,11240,11510
CELE_F10F2.9|pqn-29,70,0
CELE_T23F11.6|dbd-10,107,97
CELE_F10F2.11|F10F2.11,0,0
CELE_F10F2.15|F10F2.15,0,0
CELE_F10F2.3|lips-3,218,85
CELE_F10F2.2|pfas-1,1593,1736
CELE_F10F2.4|lron-5,50,61
CELE_F10F2.7|clec-151,96,0
CELE_F10F2.6|clec-152,27,0
CELE_F10F2.8|clec-153,30,0
CELE_T23F11.2|T23F11.2,104,32
CELE_T23F11.12|T23F11.12,0,0
CELE_T23F11.3|cdka-1,265,209
CELE_T23F11.9|T23F11.9,0,0
CELE_T23F11.5|srg-13,0,0
CELE_T04A8.3|clec-155,0,0
CELE_T23F11.4|T23F11.4,936,762
CELE_T04A8.4|tag-243,184,150
CELE_T23F11.1|ppm-2,7689,8661
CELE_T04A8.17|T04A8.17,0,0
CELE_T04A8.5|ppat-1,359,341
CELE_T04A8.6|nifk-1,2752,2735
CELE_T04A8.8|T04A8.8,7862,6850
CELE_T04A8.7|T04A8.7,8400,8164
CELE_T04A8.9|dnj-18,1269,1218
CELE_T04A8.10|sel-13,1760,1373
CELE_T04A8.16|clp-2,2189,2194
CELE_T04A8.11|mrpl-16,1990,1866
CELE_T04A8.12|pgap-2,1700,1601
CELE_T04A8.13|T04A8.13,23,0
CELE_F17C8.3|F17C8.3,148,125
CELE_F17C8.1|acy-1,521,497
CELE_F17C8.13|F17C8.13,0,0
CELE_F17C8.12|F17C8.12,0,4
CELE_F17C8.8|F17C8.8,121,152
CELE_F17C8.9|F17C8.9,419,291
CELE_F17C8.7|F17C8.7,120,52
CELE_F17C8.4|ras-2,848,803
CELE_F17C8.11|F17C8.11,0,0
CELE_F17C8.2|col-89,126,65
CELE_VB0393L.2|VB0393L.2,239,7
CELE_B0393.8|B0393.8,234,460
CELE_T04A8.18|T04A8.18,103,56
CELE_T04A8.15|him-18,3452,3551
CELE_T04A8.14|emb-5,22222,21208
CELE_B0393.1|rpsa-1,59972,61736
CELE_B0393.15|B0393.15,0,0
CELE_B0393.13|B0393.13,0,0
CELE_B0393.16|B0393.16,0,0
CELE_B0393.14|B0393.14,0,0
CELE_B0393.5|B0393.5,685,526
CELE_B0393.7|B0393.7,22,0
CELE_B0393.10|B0393.10,0,0
CELE_B0393.11|B0393.11,0,0
CELE_B0393.2|rbg-3,7175,7372
CELE_B0393.3|fbxl-2,7723,6783
CELE_B0393.4|B0393.4,62,0
CELE_C38D4.10|C38D4.10,85,120
CELE_B0393.9|B0393.9,396,370
CELE_B0393.6|gex-5,3079,3116
CELE_C38D4.1|enu-3.2,1920,1777
CELE_C38D4.3|mel-28,10665,10820
CELE_C38D4.4|mip-1,4113,3818
CELE_C38D4.7|C38D4.7,97,109
CELE_C38D4.8|arl-6,50,40
CELE_F26A1.7|F26A1.7,27,0
CELE_F26A1.4|F26A1.4,32,0
CELE_F26A1.8|F26A1.8,61,27
CELE_F26A1.9|F26A1.9,63,41
CELE_F26A1.16|21ur-14291,0,0
CELE_F26A1.3|F26A1.3,73,22
CELE_F26A1.10|nspd-9,62,13
CELE_F26A1.11|clec-156,0,0
CELE_F26A1.15|acbp-7,11,0
CELE_F26A1.19|nssp-32,56,70
CELE_F26A1.12|clec-157,11,20
CELE_C38D4.11|C38D4.11,0,0
CELE_C38D4.5|tag-325,3667,3987
CELE_C38D4.9|metl-5,421,426
CELE_C38D4.6|pal-1,5943,5633
CELE_F26A1.2|fkh-5,68,45
CELE_F26A1.13|nonu-1,3152,2830
CELE_F26A1.1|F26A1.1,3378,3151
CELE_C35D10.12|C35D10.12,42,81
CELE_C35D10.2|gipc-1,654,157
CELE_C35D10.9|ced-4,1843,1769
CELE_C35D10.8|C35D10.8,161,164
CELE_C35D10.7|C35D10.7,3295,2962
CELE_C35D10.6|C35D10.6,2983,2889
CELE_C35D10.10|C35D10.10,2909,2772
CELE_C35D10.5|C35D10.5,1159,1144
CELE_C35D10.4|coq-8,3826,3541
CELE_C35D10.17|C35D10.17,633,611
CELE_C35D10.11|msd-4,425,113
CELE_C35D10.3|C35D10.3,16,0
CELE_C35D10.13|tost-1,4408,4014
CELE_C35D10.14|clec-5,55,67
CELE_C35D10.16|arx-6,2834,2666
CELE_C35D10.1|C35D10.1,3085,2799
CELE_F26F4.5|F26F4.5,2714,2695
CELE_F26F4.6|F26F4.6,2138,1932
CELE_F26F4.7|nhl-2,11977,12595
CELE_F26F4.14|F26F4.14,0,0
CELE_F26F4.4|tag-340,4007,4135
CELE_F26F4.13|kbp-2,1246,1044
CELE_F26F4.8|F26F4.8,824,868
CELE_F26F4.3|rom-1,481,429
CELE_F26F4.12|F26F4.12,1568,1420
