gene_id,Exp_2_3,Neg_1_2
CELE_F08G12.2|snrp-40.1,2591,2251
CELE_F08G12.3|F08G12.3,283,294
CELE_F08G12.1|F08G12.1,804,727
CELE_F08G12.4|vhl-1,349,313
CELE_F08G12.5|F08G12.5,118,169
CELE_F08G12.11|F08G12.11,16,0
CELE_F08G12.8|nlp-57,34,35
CELE_ZK455.6|hizr-1,195,159
CELE_ZK455.4|asm-2,855,800
CELE_ZK455.2|gcy-9,52,0
CELE_ZK455.1|aco-1,9989,7586
CELE_F46C3.4|F46C3.4,251,250
CELE_F46C3.7|F46C3.7,15,5
CELE_F48C5.8|F48C5.8,0,0
CELE_F48C5.3|F48C5.3,0,0
CELE_F48C5.7|F48C5.7,0,0
CELE_F48C5.6|F48C5.6,0,0
CELE_F48C5.4|F48C5.4,0,0
CELE_F48C5.1|igeg-2,101,67
CELE_F48C5.2|F48C5.2,81,66
CELE_F46C3.8|F46C3.8,0,0
CELE_F46C3.9|F46C3.9,0,0
CELE_F46C3.3|hum-4,2576,1796
CELE_F46C3.5|F46C3.5,27,26
CELE_T25C12.4|spp-21,17,11
CELE_T25C12.8|T25C12.8,0,0
CELE_T25C12.7|T25C12.7,0,0
CELE_T25C12.5|T25C12.5,0,7
CELE_T25C12.1|lin-14,1804,1592
CELE_T25C12.3|hrg-11.3,46671,20076
CELE_C35C5.1|sdc-2,2055,2080
CELE_C35C5.8|C35C5.8,120,195
CELE_C35C5.9|C35C5.9,429,430
CELE_C35C5.3|selt-1.1,3156,2882
CELE_F29G6.1|F29G6.1,105,0
CELE_F29G6.2|ccdc-149,54,45
CELE_F29G6.3|hpo-34,22820,13358
CELE_C35C5.4|mig-2,1648,1428
CELE_C35C5.10|C35C5.10,622,598
CELE_C35C5.21|linc-33,0,0
CELE_C35C5.5|lev-8,116,99
CELE_C35C5.6|trpp-9,1844,1710
CELE_H05G16.3|H05G16.3,0,0
CELE_H05G16.2|H05G16.2,0,0
CELE_H05G16.1|frm-3,503,454
CELE_F52D10.1|abts-2,246,215
CELE_F52D10.2|F52D10.2,1483,1398
CELE_F52D10.5|sto-3,0,0
CELE_F52D10.13|F52D10.13,0,0
CELE_Y71H9A.4|Y71H9A.4,0,0
CELE_Y71H9A.2|sto-6,74,29
CELE_F52D10.11|F52D10.11,0,0
CELE_F52D10.3|ftt-2,18408,15909
CELE_T04F8.15|T04F8.15,0,0
CELE_T04F8.T1|T04F8.t1,0,0
CELE_Y71H9A.3|sto-4,814,865
CELE_T04F8.8|T04F8.8,4723,4075
CELE_T04F8.4|cutl-11,62,34
CELE_T04F8.2|T04F8.2,2099,1698
CELE_T04F8.3|T04F8.3,15,18
CELE_T04F8.1|sfxn-1.5,1977,1955
CELE_T04F8.9|T04F8.9,95,68
CELE_T04F8.10|T04F8.10,0,0
CELE_T04F8.6|noca-2,1135,889
CELE_T04F8.7|T04F8.7,925,784
CELE_C44C10.8|hnd-1,285,266
CELE_C44C10.5|C44C10.5,103,104
CELE_C44C10.13|C44C10.13,0,0
CELE_C44C10.4|smcl-1,739,644
CELE_C44C10.3|C44C10.3,83,83
CELE_C44C10.11|C44C10.11,253,186
CELE_C44C10.1|col-180,1093,251
CELE_D1053.4|D1053.4,143,148
CELE_C44C10.9|C44C10.9,593,382
CELE_C44C10.14|C44C10.14,0,0
CELE_D1053.1|gst-42,1872,1487
CELE_D1053.3|D1053.3,309,308
CELE_C40H5.9|21ur-14455,0,0
CELE_C40H5.15|C40H5.15,0,0
CELE_C40H5.2|C40H5.2,63,50
CELE_C40H5.6|hpo-41,19,16
CELE_C40H5.8|C40H5.8,32,35
CELE_C40H5.14|C40H5.14,0,0
CELE_C40H5.5|ttx-3,43,20
CELE_C40H5.4|lact-7,83,57
CELE_C34E11.6|mir-239.2,3,6
CELE_C34E11.2|C34E11.2,88,48
CELE_C34E11.T1|C34E11.t1,0,0
CELE_C34E11.11|C34E11.11,0,0
CELE_C34E11.13|C34E11.13,0,0
CELE_C34E11.16|C34E11.16,0,0
CELE_C34E11.17|C34E11.17,0,0
CELE_C34E11.4|C34E11.4,81,73
CELE_C34E11.1|rsd-3,2402,2475
CELE_F54F7.11|F54F7.11,0,0
CELE_F54F7.9|F54F7.9,19,15
CELE_F54F7.2|F54F7.2,659,624
CELE_C34E11.3|mtcl-1,1060,759
CELE_F54F7.1|taf-7.1,273,265
CELE_F54F7.4|xtr-1,129,147
CELE_F54F7.8|F54F7.8,34,30
CELE_F54F7.3|F54F7.3,1200,1171
CELE_F54F7.14|F54F7.14,21,0
CELE_F54F7.7|dot-1.2,0,0
CELE_F54F7.5|mes-1,1573,1477
CELE_Y62H9A.1|Y62H9A.1,0,0
CELE_Y62H9A.2|Y62H9A.2,0,0
CELE_F54F7.6|F54F7.6,498,470
CELE_Y62H9A.3|Y62H9A.3,3348,3416
CELE_Y62H9A.4|Y62H9A.4,2499,1950
CELE_Y62H9A.5|stha-3,26028,25606
CELE_Y62H9A.11|Y62H9A.11,0,0
CELE_Y62H9A.15|Y62H9A.15,106,67
CELE_Y62H9A.12|Y62H9A.12,16,0
CELE_Y62H9A.13|Y62H9A.13,9,0
CELE_Y62H9A.16|Y62H9A.16,13,14
CELE_Y62H9A.14|Y62H9A.14,0,0
CELE_F55G7.2|dot-1.4,147,163
CELE_T08D10.1|nfya-1,1012,1019
CELE_T08D10.3|T08D10.3,31,18
CELE_T08D10.5|T08D10.5,0,0
CELE_C49F5.8|C49F5.8,0,0
CELE_C49F5.12|C49F5.12,0,0
CELE_C49F5.13|C49F5.13,11,0
CELE_C49F5.9|C49F5.9,14,4
CELE_T08D10.2|lsd-1,1225,1059
CELE_Y62H9A.6|ule-5,33439,28898
CELE_C49F5.1|sams-1,4136,2185
CELE_C49F5.2|set-6,830,714
CELE_C49F5.3|C49F5.3,861,750
CELE_C49F5.10|linc-15,109,120
CELE_C49F5.11|C49F5.11,92,97
CELE_C49F5.6|C49F5.6,2427,2451
CELE_C49F5.7|spig-15,2399,1941
CELE_W06B3.2|sma-5,1494,1023
CELE_B0198.2|B0198.2,66,61
CELE_B0198.1|tsp-20,140,134
CELE_C15A7.1|lgc-23,24,26
CELE_B0198.5|B0198.5,0,0
CELE_B0198.9|B0198.9,0,0
CELE_B0198.7|B0198.7,0,0
CELE_B0198.6|B0198.6,0,0
CELE_C15A7.6|C15A7.6,0,0
CELE_B0198.3|B0198.3,334,368
CELE_W06B3.1|nmat-1,138,100
CELE_VW06B3R.1|ucr-2.1,4385,4447
CELE_W03G11.5|mir-233,0,0
CELE_W03G11.20|W03G11.20,0,0
CELE_W03G11.16|W03G11.16,0,0
CELE_W03G11.7|W03G11.7,0,0
CELE_W03G11.10|W03G11.10,0,0
CELE_W03G11.12|W03G11.12,0,0
CELE_W03G11.15|W03G11.15,0,0
CELE_W03G11.17|W03G11.17,0,0
CELE_W03G11.19|W03G11.19,0,0
CELE_W03G11.21|W03G11.21,0,0
CELE_W03G11.6|W03G11.6,0,0
CELE_W03G11.9|W03G11.9,0,0
CELE_W03G11.13|W03G11.13,0,0
CELE_W03G11.14|W03G11.14,0,0
CELE_W03G11.8|W03G11.8,0,0
CELE_W03G11.11|W03G11.11,0,0
CELE_W03G11.4|W03G11.4,1590,1460
CELE_W03G11.3|W03G11.3,475,373
CELE_W03G11.2|W03G11.2,96,75
CELE_T01H10.1|lgc-13,20,0
CELE_M153.3|M153.3,16,0
CELE_M153.5|M153.5,24,0
CELE_T01H10.8|lyst-1,950,927
CELE_M153.1|pycr-1,618,472
CELE_F57G12.2|F57G12.2,46,38
CELE_F57G12.16|F57G12.16,1,0
CELE_M153.4|znf-474,52,52
CELE_M153.2|mfsd-11,348,323
CELE_F57G12.12|F57G12.12,0,0
CELE_F57G12.6|F57G12.6,0,0
CELE_F57G12.1|F57G12.1,2928,2898
CELE_W03G11.1|col-181,57358,59352
CELE_C23H4.8|C23H4.8,51,90
CELE_C23H4.12|C23H4.12,0,0
CELE_C23H4.10|C23H4.10,0,0
CELE_C23H4.11|C23H4.11,0,0
CELE_C23H4.1|cab-1,5891,5629
CELE_C23H4.4|cest-7,0,0
CELE_C23H4.2|cest-8,139,141
CELE_C23H4.7|cest-9.2,241,135
CELE_C23H4.3|cest-9.1,656,651
CELE_C23H4.6|C23H4.6,482,321
CELE_E01G6.3|cest-3,143,207
CELE_E01G6.2|E01G6.2,204,227
CELE_E01G6.1|E01G6.1,227,82
CELE_C04B4.2|C04B4.2,3103,2833
CELE_W06D11.2|W06D11.2,80,91
CELE_W06D11.1|W06D11.1,687,543
CELE_W06D11.3|W06D11.3,880,820
CELE_F17A2.16|F17A2.16,0,0
CELE_F17A2.1|xtr-2,0,0
CELE_F17A2.5|ceh-40,559,509
CELE_F17A2.15|F17A2.15,0,0
CELE_F17A2.13|F17A2.13,526,483
CELE_F42F12.2|zig-2,132,65
CELE_F19H6.9|F19H6.9,0,0
CELE_F19H6.4|srdf-2.1,1093,1191
CELE_F19H6.2|glb-13,52,39
CELE_F19H6.1|nekl-3,369,326
CELE_F42F12.11|F42F12.11,0,0
CELE_F42F12.T1|F42F12.t1,0,0
CELE_F42F12.14|F42F12.14,0,0
CELE_F42F12.1|nspc-9,1287,1301
CELE_F42F12.9|nspc-10,1244,1146
CELE_F42F12.3|srdf-2.2,738,696
CELE_F42F12.4|F42F12.4,351,354
CELE_F42F12.10|nspc-12,1285,1264
CELE_F42F12.6|nspc-13,1327,1307
CELE_F42F12.7|nspc-14,2382,2143
CELE_F42F12.8|nspc-15,934,1056
CELE_F19H6.6|F19H6.6,426,260
CELE_T24D3.2|T24D3.2,81,70
CELE_F17E5.3|21ur-12641,0,0
CELE_F17E5.4|F17E5.4,0,0
CELE_F17E5.2|F17E5.2,989,904
CELE_F17E5.1|lin-2,567,459
CELE_T24D3.4|T24D3.4,0,0
CELE_T24D3.3|T24D3.3,0,0
CELE_T18D3.12|T18D3.12,0,0
CELE_T18D3.7|tsct-1,477,662
CELE_T18D3.6|T18D3.6,288,288
CELE_T18D3.9|T18D3.9,39,36
CELE_T18D3.5|T18D3.5,19,20
CELE_T18D3.1|T18D3.1,1465,1324
CELE_T18D3.3|cdf-2,388,334
CELE_T18D3.4|myo-2,3802,3484
CELE_F45E6.6|sdz-19,27,24
CELE_F45E6.7|F45E6.7,0,0
CELE_F45E6.4|lips-1,71,52
CELE_F45E6.2|atf-6,1141,1223
CELE_F45E6.3|tbc-13,703,619
CELE_T24D5.1|T24D5.1,0,0
CELE_C16D6.2|npr-4,61,71
CELE_H20J18.2|H20J18.2,0,0
CELE_C16D6.4|linc-142,0,0
CELE_H20J18.1|scd-1,4240,3779
CELE_R09A8.4|col-182,140,52
CELE_R09A8.5|R09A8.5,112,138
CELE_H36L18.4|H36L18.4,0,0
CELE_H36L18.1|zmp-5,58,32
CELE_H36L18.2|lep-5,2905,2144
CELE_C02B4.T2|C02B4.t2,0,0
CELE_C02B4.4|nlp-76,20,21
CELE_C02B4.2|nhr-17,873,982
CELE_T24D5.9|T24D5.9,0,0
CELE_T24D5.4|T24D5.4,0,0
CELE_R09A8.6|R09A8.6,0,0
CELE_R09A8.7|R09A8.7,0,0
CELE_T24D5.2|T24D5.2,311,261
CELE_T24D5.5|T24D5.5,101,108
CELE_T24D5.11|T24D5.11,96,91
CELE_T24D5.6|T24D5.6,64,61
CELE_R09A8.9|R09A8.9,201,269
CELE_R09A8.1|R09A8.1,608,645
CELE_R09A8.2|R09A8.2,1460,1391
CELE_R09A8.3|ivns-1,6420,5673
CELE_T07C5.5|nhr-26,0,0
CELE_C02B4.1|adt-1,258,79
CELE_T07C5.1|ugt-50,1220,857
CELE_T07C5.6|mir-62,1,1
CELE_C52G5.3|C52G5.3,0,0
CELE_C52G5.4|C52G5.4,0,0
CELE_C52G5.2|C52G5.2,468,313
CELE_C52G5.T1|C52G5.t1,2,0
CELE_F16H9.2|nhr-27,0,0
CELE_F16H9.3|21ur-15144,0,0
CELE_F16H9.4|F16H9.4,0,0
CELE_F16H9.5|F16H9.5,0,2
CELE_F22E10.8|F22E10.8,0,0
CELE_F22E10.9|F22E10.9,0,0
CELE_F22E10.7|F22E10.7,0,0
CELE_T22H6.1|ilc-17.1,0,0
CELE_T22H6.4|str-123,0,0
CELE_C52G5.13|C52G5.13,0,0
CELE_F16H9.1|rgs-2,275,259
CELE_F22E10.1|pgp-12,65,71
CELE_F22E10.2|pgp-13,127,94
CELE_F22E10.3|pgp-14,1213,879
CELE_F22E10.6|F22E10.6,11,6
CELE_F22E10.5|cept-1,1320,790
CELE_T22H6.2|alh-13,1995,1283
CELE_T22H6.5|abf-5,247,246
CELE_T22H6.7|abf-6,451,361
CELE_T22H6.6|gei-3,3802,3677
CELE_T14G8.2|T14G8.2,77,57
CELE_T14G8.1|chd-3,6187,6037
CELE_T14G8.6|T14G8.6,0,0
CELE_T14G8.3|T14G8.3,4946,3833
CELE_T14G8.4|T14G8.4,23,0
CELE_K02A4.2|gpc-1,60,64
CELE_C34E7.7|C34E7.7,0,0
CELE_C34E7.8|C34E7.8,0,0
CELE_C34E7.5|C34E7.5,0,0
CELE_C34E7.6|C34E7.6,0,0
CELE_C34E7.1|pqn-18,952,855
CELE_K02A4.5|K02A4.5,0,0
CELE_K02A4.7|K02A4.7,0,0
CELE_K02A4.10|K02A4.10,0,0
CELE_K02A4.12|K02A4.12,0,0
CELE_K02A4.14|K02A4.14,0,0
CELE_K02A4.3|K02A4.3,0,0
CELE_K02A4.11|K02A4.11,0,0
CELE_K02A4.13|K02A4.13,0,0
CELE_K02A4.8|K02A4.8,0,0
CELE_K02A4.1|bcat-1,9395,6817
CELE_C05E7.2|gmap-3,225,43
CELE_C34E7.3|C34E7.3,35,38
CELE_C34E7.4|gmap-1,1934,1603
CELE_C05E7.T3|C05E7.t3,0,0
CELE_C05E7.1|gmap-2,218,106
CELE_C05E7.3|nssp-88,33,29
CELE_C05E7.4|frpr-2,33,0
CELE_VF11C1L.1|ppk-3,3192,2993
CELE_F11C1.9|F11C1.9,14,17
CELE_C53C7.7|C53C7.7,0,0
CELE_C53C7.1|npr-10,44,91
CELE_F11C1.11|F11C1.11,0,0
CELE_F11C1.16|F11C1.16,0,0
CELE_F11C1.15|F11C1.15,0,0
CELE_F11C1.6|nhr-25,860,834
CELE_C53C7.3|C53C7.3,0,12
CELE_F11C1.3|scav-4,1059,522
CELE_F11C1.2|mff-1,509,389
CELE_F11C1.1|F11C1.1,266,306
CELE_F11C1.7|F11C1.7,101,96
CELE_F11C1.5|vwa-8,3128,2920
CELE_C53C7.5|C53C7.5,513,330
CELE_K03A11.6|K03A11.6,14,0
CELE_K03A11.1|K03A11.1,659,615
CELE_K03A11.5|K03A11.5,258,400
CELE_K03A11.7|K03A11.7,0,0
CELE_K03A11.9|K03A11.9,0,0
CELE_K03A11.2|cpx-2,100,135
CELE_K03A11.8|K03A11.8,0,0
CELE_R03G8.1|R03G8.1,0,0
CELE_R03G8.4|R03G8.4,0,0
CELE_R03G8.3|R03G8.3,568,413
CELE_R03G8.6|R03G8.6,1391,1364
CELE_F17H10.1|F17H10.1,1188,1298
CELE_F09A5.1|spin-3,435,212
CELE_F17H10.8|F17H10.8,0,0
CELE_F17H10.T1|F17H10.t1,0,0
CELE_F17H10.2|F17H10.2,1392,1693
CELE_F17H10.3|snx-17,849,725
CELE_F09A5.2|F09A5.2,247,239
CELE_F09A5.9|ttr-34,651,492
CELE_F48C11.3|nlp-3,220,271
CELE_F48C11.4|21ur-13312,0,0
CELE_F09D5.1|F09D5.1,0,0
CELE_R12H7.7|R12H7.7,0,0
CELE_R12H7.6|R12H7.6,0,0
CELE_R12H7.1|unc-9,331,250
CELE_F09A5.3|F09A5.3,0,0
CELE_F09A5.8|mir-56,0,0
CELE_F09A5.6|mir-55,0,0
CELE_F09A5.15|F09A5.15,0,0
CELE_F09A5.5|mir-54,0,0
CELE_F09A5.11|F09A5.11,0,0
CELE_F09A5.10|F09A5.10,0,0
CELE_F48C11.5|F48C11.5,0,0
CELE_F48C11.6|F48C11.6,0,0
CELE_F09A5.4|mob-2,2804,2712
CELE_R12H7.5|skr-20,670,590
CELE_R12H7.3|skr-19,1512,1545
CELE_R12H7.2|asp-4,20111,15815
CELE_K08H2.1|skr-21,978,1003
CELE_K08H2.2|K08H2.2,87,84
CELE_K08H2.5|K08H2.5,0,0
CELE_K08H2.3|K08H2.3,579,569
CELE_K08H2.4|K08H2.4,151,117
CELE_K08H2.6|hpl-1,280,309
CELE_K08H2.7|K08H2.7,19,22
CELE_K08H2.8|nhr-32,941,1252
CELE_K09A11.2|cyp-14A1,41,39
CELE_K08H2.T1|K08H2.t1,0,0
CELE_K08H2.10|K08H2.10,130,67
CELE_K09A11.1|K09A11.1,546,589
CELE_K09A11.10|K09A11.10,0,0
CELE_K09A11.3|cyp-14A2,1343,1157
CELE_K09A11.6|21ur-11576,0,0
CELE_R04D3.13|R04D3.13,0,0
CELE_R04D3.T5|R04D3.t5,0,0
CELE_K09A11.9|K09A11.9,0,0
CELE_K09A11.8|K09A11.8,0,0
CELE_K09A11.4|cyp-14A3,3499,2201
CELE_R04D3.2|R04D3.2,2884,2491
CELE_R04D3.7|srd-42,0,0
CELE_R04D3.T3|R04D3.t3,0,0
CELE_R04D3.4|R04D3.4,586,502
CELE_R04D3.3|R04D3.3,7403,6553
CELE_F46G10.2|F46G10.2,592,770
CELE_F46G10.3|sir-2.3,94,72
CELE_F46G10.7|sir-2.2,620,507
CELE_F46G10.1|F46G10.1,6352,4005
CELE_F46G10.4|F46G10.4,363,274
CELE_F46G10.6|mxl-3,202,170
CELE_C49F8.1|C49F8.1,109,190
CELE_F46G10.5|ptr-24,1963,1495
CELE_C49F8.12|C49F8.12,0,0
CELE_C49F8.13|C49F8.13,0,0
CELE_C49F8.2|gem-1,356,396
CELE_C49F8.3|dbd-19,358,133
CELE_F02C12.2|F02C12.2,0,0
CELE_F02C12.6|21ur-12947,0,0
CELE_F02C12.3|F02C12.3,32,42
CELE_F02C12.8|linc-34,12,24
CELE_F02C12.1|F02C12.1,632,703
CELE_C29F7.8|C29F7.8,0,0
CELE_F02C12.5|cyp-13B1,643,449
CELE_C29F7.1|C29F7.1,481,404
CELE_C29F7.2|C29F7.2,6550,6367
CELE_C29F7.3|C29F7.3,2897,1734
CELE_C29F7.4|fkh-3,675,624
CELE_C29F7.5|fkh-4,484,513
CELE_C29F7.10|C29F7.10,265,211
CELE_C29F7.6|jmjd-3.3,112,127
CELE_F02D10.6|F02D10.6,184,238
CELE_F02D10.2|F02D10.2,3,0
CELE_F02D10.10|F02D10.10,0,0
CELE_F02D10.1|col-183,53,98
CELE_F02D10.8|21ur-14382,0,0
CELE_F02D10.5|flr-1,435,348
CELE_F15A2.13|F15A2.13,0,0
CELE_F15A2.2|tre-4,398,274
CELE_F15A2.5|efn-3,102,54
CELE_F15A2.11|F15A2.11,0,0
CELE_F15A2.14|F15A2.14,0,0
CELE_F15A2.6|sad-1,355,295
CELE_H06A10.1|H06A10.1,126,58
CELE_H06A10.2|col-185,36,0
CELE_F18H3.5|cdk-4,751,811
CELE_F18H3.1|F18H3.1,567,495
CELE_F18H3.6|F18H3.6,0,0
CELE_F18H3.3|pab-2,5467,5575
CELE_F18H3.7|F18H3.7,0,0
CELE_F18H3.4|F18H3.4,1231,1214
CELE_F15A2.1|col-184,38830,41220
CELE_R01E6.4|acr-12,110,89
CELE_R01E6.14|R01E6.14,0,0
CELE_R01E6.5|R01E6.5,21,0
CELE_R01E6.8|21ur-10724,0,0
CELE_R01E6.11|R01E6.11,0,0
CELE_R01E6.16|R01E6.16,0,0
CELE_R01E6.6|glb-20,98,118
CELE_R01E6.2|R01E6.2,16,21
CELE_R01E6.7|R01E6.7,53,46
CELE_F54B11.11|F54B11.11,71,79
CELE_F54B11.10|srf-5,56,40
CELE_R01E6.19|R01E6.19,0,0
CELE_R01E6.3|cah-4,4712,4285
CELE_F54B11.2|col-44,32,25
CELE_F54B11.5|F54B11.5,721,705
CELE_F54B11.3|unc-84,5274,5114
CELE_F54B11.6|bra-1,483,490
CELE_F54B11.9|F54B11.9,0,0
CELE_F54B11.8|F54B11.8,31,18
CELE_Y12A6A.2|nlp-53,88,96
CELE_Y12A6A.1|Y12A6A.1,544,536
CELE_C40C9.3|C40C9.3,45,20
CELE_C40C9.15|C40C9.15,0,0
CELE_C40C9.16|C40C9.16,0,0
CELE_C40C9.2|acr-9,30,49
CELE_C40C9.4|C40C9.4,0,0
CELE_C40C9.5|nlg-1,265,257
CELE_C04A11.1|C04A11.1,56,49
CELE_C04A11.5|C04A11.5,63,61
CELE_C04A11.T1|C04A11.t1,2,2
CELE_C04A11.2|C04A11.2,379,400
CELE_C04A11.3|gck-4,3350,3421
CELE_K02D3.1|K02D3.1,81,51
CELE_K02D3.T1|K02D3.t1,2,0
CELE_K02D3.2|K02D3.2,70,30
CELE_K11E4.11|K11E4.11,0,0
CELE_K11E4.T1|K11E4.t1,0,0
CELE_K11E4.1|K11E4.1,144,120
CELE_C04A11.4|adm-2,1869,1721
CELE_K11E4.8|K11E4.8,0,0
CELE_K11E4.2|shc-3,97,169
CELE_K11E4.3|poml-1,0,0
CELE_K11E4.7|K11E4.7,0,0
CELE_K11E4.9|K11E4.9,0,0
CELE_K11E4.T5|K11E4.t5,0,0
CELE_K11E4.10|K11E4.10,0,0
CELE_K11E4.4|pix-1,1468,1535
CELE_K11E4.T6|K11E4.t6,1,1
CELE_F55F3.4|F55F3.4,0,0
CELE_ZK1086.3|ZK1086.3,0,0
CELE_ZK1086.2|ZK1086.2,40,9
CELE_F19D8.1|twk-23,26,32
CELE_F19D8.8|F19D8.8,0,0
CELE_F19D8.2|F19D8.2,81,37
CELE_M03B6.1|M03B6.1,55,55
CELE_F55F3.10|mir-5592.1,0,0
CELE_F55F3.11|mir-5592.2,0,0
CELE_F55F3.9|F55F3.9,0,2
CELE_F55F3.7|F55F3.7,0,0
CELE_K11E4.5|nhr-71,1973,1983
CELE_F55F3.1|aakb-1,782,843
CELE_F55F3.2|cest-13,1484,1091
CELE_F55F3.3|nkb-3,3766,2742
CELE_M03B6.5|M03B6.5,13,35
CELE_ZK1086.4|21ur-13251,0,0
CELE_ZK1086.5|ZK1086.5,0,0
CELE_ZK1086.1|obr-3,1936,1567
CELE_M03B6.2|mct-3,1235,686
CELE_M03B6.4|M03B6.4,382,319
CELE_M03B6.3|M03B6.3,434,408
CELE_T21H8.2|sra-37,0,0
CELE_Y26E6A.3|Y26E6A.3,278,301
CELE_T21H8.1|hlb-1,2395,2310
CELE_T21H8.6|21ur-14348,0,0
CELE_T21H8.9|T21H8.9,0,0
CELE_T21H8.10|T21H8.10,0,0
CELE_Y26E6A.2|Y26E6A.2,173,120
CELE_Y26E6A.1|ekl-5,2085,2064
CELE_K02B9.2|meg-2,2195,1999
CELE_K02B9.8|K02B9.8,0,0
CELE_K02B9.7|K02B9.7,0,0
CELE_K02B9.4|elt-3,889,900
CELE_K02B9.1|meg-1,9095,8703
CELE_F48F7.2|syx-2,348,320
CELE_K02B9.10|K02B9.10,111,105
CELE_F48F7.1|alg-1,5750,5365
CELE_F48F7.5|F48F7.5,263,235
CELE_F48F7.3|F48F7.3,54,40
CELE_F48F7.4|pqn-39,2006,1671
CELE_C31E10.3|irld-24,0,0
CELE_C31E10.11|C31E10.11,24,14
CELE_C31E10.9|21ur-14064,1,0
CELE_F48F7.6|F48F7.6,1207,1153
CELE_C31E10.5|C31E10.5,1495,1574
CELE_C31E10.6|C31E10.6,640,606
CELE_C04C11.25|C04C11.25,51,30
CELE_C04C11.23|C04C11.23,231,144
CELE_C04C11.1|C04C11.1,167,229
CELE_C31E10.T1|C31E10.t1,0,0
CELE_C31E10.10|C31E10.10,0,0
CELE_C31E10.7|cytb-5.1,5521,3708
CELE_C31E10.8|tbc-19,249,204
CELE_C04C11.2|arrd-25,2073,1922
CELE_C33G3.3|lgc-21,216,81
CELE_C04C11.4|21ur-12769,0,0
CELE_C33G3.10|C33G3.10,0,0
CELE_C33G3.11|C33G3.11,0,0
CELE_C33G3.13|C33G3.13,0,0
CELE_C33G3.7|21ur-12216,0,0
CELE_C33G3.1|dyc-1,332,234
CELE_C33G3.5|C33G3.5,0,0
CELE_C33G3.4|C33G3.4,1455,1286
CELE_C33G3.8|C33G3.8,0,0
CELE_C33G3.6|C33G3.6,627,698
CELE_F16B12.4|F16B12.4,643,695
CELE_F16B12.6|F16B12.6,3246,3371
CELE_F28H6.6|F28H6.6,906,804
CELE_F28H6.8|F28H6.8,10,24
CELE_F28H6.2|ceh-89,111,111
CELE_F28H6.4|F28H6.4,1982,1860
CELE_R03E1.4|ceh-90,0,0
CELE_R03E1.3|lgc-25,163,137
CELE_F28H6.1|akt-2,1077,1483
CELE_R03E1.2|vha-20,6866,4177
CELE_R03E1.1|sym-4,3128,2684
CELE_C37E2.2|C37E2.2,57,68
CELE_C37E2.4|ceh-36,305,351
CELE_C37E2.1|idhb-1,3935,3138
CELE_C37E2.6|21ur-12110,0,0
CELE_C37E2.7|C37E2.7,0,0
CELE_C37E2.9|C37E2.9,0,0
CELE_C37E2.8|C37E2.8,0,0
CELE_K06G5.8|K06G5.8,0,0
CELE_K06G5.9|K06G5.9,0,0
CELE_K06G5.10|K06G5.10,0,0
CELE_K06G5.5|K06G5.5,0,0
CELE_C37E2.5|ceh-37,489,601
CELE_K06G5.3|K06G5.3,0,0
CELE_K06G5.4|21ur-13247,0,0
CELE_K06G5.2|cyp-13B2,304,248
CELE_K04C1.2|K04C1.2,1114,1082
CELE_K04C1.3|K04C1.3,362,316
CELE_K04C1.4|mlc-6,62,32
CELE_K06G5.1|kola-4,24546,13143
CELE_K04C1.5|K04C1.5,3091,2872
CELE_E02H4.7|E02H4.7,206,756
CELE_E02H4.6|E02H4.6,1492,1291
CELE_E02H4.4|E02H4.4,50,287
CELE_E02H4.1|del-1,30,0
CELE_E02H4.9|E02H4.9,0,0
CELE_E02H4.2|E02H4.2,40,45
CELE_C11H1.5|C11H1.5,67,0
CELE_E02H4.3|madd-3,2793,2695
CELE_C11H1.11|C11H1.11,0,0
CELE_C11H1.2|gphr-2,452,359
CELE_C11H1.3|mgrn-1,1477,1258
CELE_C11H1.7|C11H1.7,90,97
CELE_K04G11.8|K04G11.8,0,0
CELE_K04G11.1|K04G11.1,0,0
CELE_K04G11.2|sel-7,164,95
CELE_K04G11.3|K04G11.3,93,83
CELE_C11H1.12|mir-8196.2,0,0
CELE_C11H1.4|prx-1,506,390
CELE_C11H1.9|C11H1.9,494,306
CELE_K04G11.4|wdr-5.2,424,420
CELE_Y60A9A.3|Y60A9A.3,8,12
CELE_Y60A9.2|Y60A9.2,33,15
CELE_Y60A9.3|Y60A9.3,35,28
CELE_K04G11.5|irk-3,151,207
CELE_K04G11.7|K04G11.7,0,0
CELE_Y60A9A.2|21ur-15702,0,0
CELE_T14C1.1|frpr-17,57,30
CELE_T14C1.3|fbxa-179,53,68
CELE_F23D12.10|F23D12.10,261,271
CELE_F23D12.2|F23D12.2,1092,988
CELE_F23D12.9|F23D12.9,25,18
CELE_F23D12.6|fipr-3,160,49
CELE_F23D12.11|F23D12.11,1306,1070
CELE_F23D12.3|F23D12.3,93,93
CELE_F23D12.4|F23D12.4,84,45
CELE_Y66C5A.1|Y66C5A.1,53,29
CELE_F23D12.5|jmjd-3.2,566,574
CELE_F23D12.7|F23D12.7,261,243
CELE_M163.4|gfi-3,1378,1366
CELE_M163.8|M163.8,160,91
CELE_M163.1|M163.1,759,972
CELE_D1025.3|fbxa-141,50,55
CELE_M163.3|his-24,17070,18371
CELE_D1025.2|gcsh-1,282,131
CELE_D1025.10|D1025.10,367,339
CELE_D1025.1|D1025.1,337,355
CELE_T24C2.4|fbxa-81,0,0
